feature_000,feature_001,feature_002,feature_003,feature_004,feature_005,feature_006,feature_007,feature_008,feature_009,feature_010,feature_011,feature_012,feature_013,feature_014,feature_015,feature_016,feature_017,feature_018,feature_019,label
0.36037123737976295,1.02268780018549,1.952642140594801,-0.7062473925744948,-0.6014909974550662,0.38083714103852123,-5.224487658715779,-1.3446265625673544,1.359225819653185,3.462135313487436,1.3883845084488449,4.221044287434392,0.5583364232117055,-1.8593367716600575,0.045491476330752,-1.0777079980722621,-0.8601843453695743,0.7978437798957666,-4.855688591254562,-7.590613208104298,1
-2.633056525144876,-1.2301316650454988,1.2406485032404542,-1.6147926788489837,-0.9255572117370383,2.23795884790189,-5.113538925328244,-1.4813217387772817,-0.06233786555853249,0.7776087973259018,0.8141604268718674,3.2503544317666653,-1.8363597837703973,0.479827035366833,-0.26864575330974255,0.8014668641338051,-2.148173547589833,0.01282864354368512,-0.7144524704322558,1.5230844610420589,1
-1.6926448517834904,0.2220589475019722,0.10207058326648277,3.1406734885795577,-1.4388884368776544,-2.286660721800211,3.698996496067842,-0.18371580962183742,-1.9111886059003815,-3.6229340923151643,-0.8641931165539039,-2.224489040359954,1.3863493972628433,-2.1056469418403245,1.1535903433169254,-0.6443748143885462,0.8999932156580459,0.9778155496862003,1.0451896964655143,3.098183767729772,0
-0.9582763978749773,0.3691846868071238,-1.164801681485743,-1.0993526796404005,-1.4814746365963412,0.33263419387649035,-1.3194081118031367,-0.9166223789464416,1.174360664418002,3.75869948343174,-1.0638173829674815,2.032140240087923,1.1785126897984228,0.8447743757816999,-0.005560293648070566,-0.8411112108187182,-0.10360870217031282,-2.391956204313024,-2.27288244685466,-3.5989693840594708,1
-1.053384855429025,0.5547517313689448,1.3665728793787706,-0.4864806794235528,-1.100349013908863,1.6065467357097596,-0.3148355123376696,1.0453040919637764,-7.290987038003209,3.6779987686723343,-4.477328120494372,6.9787978745885875,0.16805980596682024,0.5212799050138145,0.3216785413765001,0.9120709270896544,-2.7556898676736683,-0.7146806769904318,1.7512950105922587,-0.7611228103696589,1
3.142255785912817,-0.8609104338930216,2.481594517546483,2.3218039110725894,-0.9815553017302341,3.1081740270850977,-2.614266981635265,0.9784180138222198,-0.42886827057880006,-1.0663793850345336,1.5515067974229255,5.416358045136983,-0.3975577654917214,-1.422974925261673,-0.9701242603796436,2.0907643234526225,-0.7509226147375175,1.036087651046256,1.8113975954910537,-3.725778264276865,1
-0.6657240502914199,-2.2580517518709633,3.2812137955013574,0.4850171010252506,-3.4444849600794205,-4.150113264167364,4.839939426562797,0.2455815799383747,0.9220222921842125,2.2016764681692162,0.029455794110908595,1.7972862836675982,-0.8028244439508423,0.13906039865341766,-1.5769964821909972,1.7636773115740716,-0.9233778950782094,0.861636124497944,2.315373336902185,0.7879783616400803,0
-0.42237292073307464,2.1937426908412316,1.2116074606559197,2.1370834324807504,0.08508467638247086,-0.012080796048512199,1.3182935702649956,0.618569246528573,-8.848742308602269,1.3765329076184125,-4.51094418992788,6.573488605062078,0.17847666388538974,-0.18150316213566714,-2.1770650464428547,1.001665233297178,-1.4363258315608964,-0.9951484818533795,2.081938935465136,-0.7690963819711142,1
-0.8732767643610191,-0.8955101834155801,0.5557659508078583,2.672949103820914,1.7483526277233399,2.013926725613276,-10.25660438535339,-3.1172025670004144,1.3040609160571832,-0.8590497261765204,0.9805247321141295,6.440642302037286,0.8946471875738723,-0.2841550979287972,1.1947628618769377,4.307382676320367,-0.32816648967966794,-0.9858038086678267,-3.055883304533923,-1.719553795516726,1
-4.231132739540694,1.0222386679170656,-1.0192461499389136,0.395667423757468,-2.0667639048550113,-1.0267911690133713,-0.0686352514704045,-1.367384932454003,2.2240752241412802,-2.606056112504544,2.9680085100170377,-0.45253922905082344,-0.2598001407675125,-0.31823752774262026,-0.7811563781311142,3.2651057482466355,-0.5033990002124076,-0.6786430612941032,0.4182463513543202,5.785389457839154,1
-3.665385294179238,2.28933310865772,-0.34762101716681193,0.39821662046549533,-3.088211391356567,0.2934631562004043,2.621386041232828,-4.155908520344928,1.8421702420416353,-3.7620259528893625,4.864261188230421,0.9591716316671968,-0.47126374070251964,-0.7746149700185819,-1.6891830379672617,0.22686568262351725,1.7136807501938205,1.9234457948249533,3.1021805429810376,4.823951222391525,0
0.1433273652704714,-0.17114016217894046,0.13236818966537323,-0.4406591847800061,1.6096637223773926,0.2249445169700912,-0.5195026482353279,-1.2534443817956769,1.8824431849121623,0.4026082704643512,1.3258739140343905,1.6046769273249053,-2.2168188393540644,0.4243939378610126,1.2795186697601588,2.2324366864819467,2.5257707207709457,-0.7955570679408823,1.1465209761916337,1.0138831469612026,0
0.5482617561788726,0.4225302981189816,0.01572606999955184,0.21598952661066828,0.07604570580390091,2.3879448604371523,-6.6171443407265915,-1.5633217226490665,0.472265725881443,1.9822199267141898,0.3390836466284377,5.48967990177826,0.7640297815728595,-0.9478927172689863,-0.8343230454915821,1.3328412365699833,-1.657481597185915,1.897767016745977,-2.610232376197806,-4.7171710184088615,1
2.8196929196693494,4.802928143564846,0.03627455786830491,1.8276598914149638,-2.613801004037007,1.117566929109566,5.909611163254659,2.3478865194113157,-5.59278365528449,0.1959112790021107,-1.0349290037152,3.306329393161195,-0.08371795984921201,-0.15024298879825998,1.191707497107065,-1.794912897969078,-0.25480679672641277,0.0731969910016945,2.2587518215805904,-5.510550401032281,1
-1.4208299581974009,-1.4901471218882187,-0.379197522463963,0.9223804510750349,-0.24373225437798385,0.5965887254078454,1.0379238019846453,1.1111627887108553,0.7194560701769723,-1.449384924513306,-0.8466651801586822,-2.6803578285525473,1.355572935710348,0.008556080824349832,-1.5708814571259122,-0.9017112886687011,3.1471815492784723,0.27658150559104877,-0.05264415461936056,1.825204173297065,1
1.8621422906799545,1.4415207158654673,2.6827194705914685,-1.7530029980050206,1.8777025148241084,2.4107199492653293,-6.539029809314371,-1.1101014331037073,1.0914097694822433,-0.6859938842308453,3.066190656072444,3.5823638979727304,0.08416823018569615,-0.47741070619280046,-0.6498268854974364,3.24078385944389,0.127522003356075,0.5265366836723071,-3.177442249336523,-2.8890706536034103,1
